polymer,PSMILES,Exp_Tg(K),source,SMILES,tg_range,number of points,reliability,stdev,num_atoms_sidechainfeaturizer_sum,num_atoms_sidechainfeaturizer_mean,num_atoms_sidechainfeaturizer_max,num_atoms_sidechainfeaturizer_min,numsidechainfeaturizer,num_atoms_backbonefeaturizer,numbackbonefeaturizer,num_hbond_donors_fullpolymerfeaturizer,num_hbond_acceptors_fullpolymerfeaturizer,num_rotatable_bonds_fullpolymerfeaturizer,num_rings_fullpolymerfeaturizer,num_non_aromatic_rings_fullpolymerfeaturizer,num_aromatic_rings_fullpolymerfeaturizer,topological_surface_area_fullpolymerfeaturizer,fraction_bicyclic_rings_fullpolymerfeaturizer,num_aliphatic_heterocycles_fullpolymerfeaturizer,slogp_vsa1_fullpolymerfeaturizer,balaban_j_index_fullpolymerfeaturizer,molecular_weight_fullpolymerfeaturizer,sp3_carbon_count_fullpolymerfeaturizer,sp2_carbon_count_fullpolymerfeaturizer,max_estate_index_fullpolymerfeaturizer,smr_vsa5_fullpolymerfeaturizer,fp_density_morgan1_fullpolymerfeaturizer,total_halogens_fullpolymerfeaturizer,fluorine_count_fullpolymerfeaturizer,chlorine_count_fullpolymerfeaturizer,bromine_count_fullpolymerfeaturizer,single_bonds_fullpolymerfeaturizer,double_bonds_fullpolymerfeaturizer,triple_bonds_fullpolymerfeaturizer,bridging_rings_count_fullpolymerfeaturizer,max_ring_size_fullpolymerfeaturizer,heteroatom_density_fullpolymerfeaturizer,heteroatom_count_fullpolymerfeaturizer,heteroatom_distance_mean_fullpolymerfeaturizer,heteroatom_distance_min_fullpolymerfeaturizer,heteroatom_distance_max_fullpolymerfeaturizer,heteroatom_distance_sum_fullpolymerfeaturizer
,*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,213.15,GREA,,213.15-213.15,1,black,,10.0,5.0,5.0,5.0,2.0,6.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,5.06945014271758,231.977055,14.0,0.0,12.755277777777778,25.440189192255172,0.7142857142857143,8.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.75,12.0,3.735784326513141,1.098076211353315,7.098076211353314,246.56176554986732
,*C(F)(F)C(=O)NCCCCCCNS(*)(=O)=O,325.15,GREA,,325.15-325.15,1,black,,0.0,0.0,0.0,0.0,0.0,18.0,1.0,2.0,3.0,9.0,0.0,0.0,0.0,75.27000000000001,0.0,0.0,10.038883468458419,3.399775456420717,256.069319748,11.0,5.0,12.543148309980957,32.10873123656323,1.25,2.0,2.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.5555555555555556,10.0,8.09922066019865,1.4999999999999993,15.588457268119896,364.4649297089393
,*C(F)(F)C1(*)OC(F)(C(F)(F)F)C(F)(C(F)(F)F)O1,438.15,GREA,,438.15-438.15,1,black,,8.0,4.0,4.0,4.0,2.0,12.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,18.46,0.0,1.0,0.0,3.509120806966905,293.97386144,18.0,0.0,13.556944444444444,36.77770882974652,0.7777777777777778,10.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,0.7,14.0,3.9262545428206233,0.9032921643840979,7.908323728980444,357.2891633966767
,*C(F)(F)C1(*)OC(F)(F)C(F)(C(F)(F)F)O1,408.15,GREA,,408.15-408.15,1,black,,4.0,4.0,4.0,4.0,1.0,13.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,18.46,0.0,1.0,0.0,3.241923164748158,243.977055,15.0,0.0,13.135069444444444,30.85517966165195,1.0,8.0,8.0,0.0,0.0,17.0,0.0,0.0,0.0,5.0,0.7058823529411765,12.0,3.8027266747921162,1.1864146101970396,6.566410323900217,250.97996053627966
,*C(F)(F)C1(*)OC(F)(F)C(F)(F)O1,381.15,GREA,,381.15-381.15,1,black,,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,18.46,0.0,1.0,0.0,3.0316712354485147,193.98024856,12.0,0.0,12.755277777777778,24.932650493557375,1.0833333333333333,6.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,0.7142857142857143,10.0,3.6429019958938733,1.1864146101970396,6.566410323900216,163.9305898152243
,*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(Cl)C1(F)F,420.15,GREA,,420.15-420.15,1,black,,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.9270109874875065,327.9512881,19.0,0.0,13.924305555555556,41.1614091041889,0.7894736842105263,12.0,11.0,1.0,0.0,21.0,0.0,0.0,0.0,6.0,0.6666666666666666,14.0,3.985298927074522,0.7551802262170403,7.066342757340067,362.6622023637815
,*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,471.15,GREA,,471.15-471.15,1,black,,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.182938485303146,361.97764508,22.0,0.0,14.03875,47.87852579958805,0.5454545454545454,14.0,14.0,0.0,0.0,24.0,0.0,0.0,0.0,7.0,0.6666666666666666,16.0,4.304854028523517,0.6565181490165614,7.538858249403489,516.582483422822
,*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(F)C1(F)F,374.15,GREA,,374.15-374.15,1,black,,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.9270109874875065,311.98083864,19.0,0.0,13.76875,41.95599663149347,0.631578947368421,12.0,12.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,0.6666666666666666,14.0,3.985298927074522,0.7551802262170403,7.066342757340067,362.6622023637815
,*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C1(F)F,390.15,GREA,,390.15-390.15,1,black,,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.750430100924186,261.9840322,16.0,0.0,13.498750000000001,36.03346746339889,0.75,10.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,0.6666666666666666,12.0,3.7440584157512475,0.9032921643840992,6.566410323900215,247.10785543958235
,*C(F)(F)C1(F)C(F)(F)C(*)(F)C1(F)F,395.15,GREA,,395.15-395.15,1,black,,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.3626205096481647,211.98722576,13.0,0.0,13.076875000000001,30.110938295304315,0.9230769230769231,8.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.6666666666666666,10.0,3.53457294092642,1.0307321340687827,6.18465843842649,159.0557823416889
,*C(F)C(*)(F)F,304.6,GREA,,304.6-304.6,1,black,,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.541196965079901,82.003034692,5.0,0.0,11.643518518518519,13.100035717134098,2.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.7142857142857143,5.0,2.947839488203104,2.121320343559643,3.968626966596887,29.478394882031036
,*C(F)C(*)(F)OC(F)(F)F,263.15,GREA,,263.15-263.15,1,black,,5.0,5.0,5.0,5.0,1.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,4.1311281811581315,147.994755752,9.0,0.0,12.565393518518519,19.394685568402494,1.4444444444444444,5.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.7272727272727273,8.0,3.4061554612337797,1.098076211353316,6.479627426415033,95.37235291454583
,*C(F)C(*)C(F)(F)F,360.15,GREA,,360.15-360.15,1,black,,4.0,4.0,4.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.877604668586773,114.009262944,7.0,0.0,12.044560185185185,19.271711112644393,1.4285714285714286,4.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.6666666666666666,6.0,3.377526184612855,1.8589705123912148,5.408326913195986,50.66289276919282
,*C(OC(F)(F)F)C(*)(F)F,263.15,GREA,,263.15-263.15,1,black,,5.0,5.0,5.0,5.0,1.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,3.986683495990278,147.994755752,9.0,0.0,12.194768518518519,19.394685568402494,1.3333333333333333,5.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.7272727272727273,8.0,3.6141299506775297,1.8589705123912137,6.873863542433761,101.19563861897083
,*C([2H])([2H])C(*)(C(=O)OC([2H])([2H])C([2H])([2H])[2H])C([2H])([2H])[2H],367.15,GREA,,367.15-367.15,1,black,,14.0,7.0,10.0,4.0,2.0,6.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,5.654107085330536,124.13084701999998,5.0,3.0,12.010902777777776,26.497530758846747,2.5,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.2,4.0,3.1969580777893523,2.2589567687253385,4.271081440622395,19.181748466736114
,*C([2H])([2H])C(*)(C(=O)OC([2H])([2H])[2H])C([2H])([2H])[2H],388.15,GREA,,388.15-388.15,1,black,,11.0,5.5,7.0,4.0,2.0,6.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,5.463062264296171,108.10264346399998,4.0,3.0,11.69423611111111,19.645638641551066,2.7142857142857144,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.23529411764705882,4.0,3.196958077789352,2.2589567687253393,4.271081440622394,19.18174846673611
,*C([2H])([2H])C(*)([2H])C([2H])([2H])[2H],273.15,GREA,,273.15-273.15,1,black,,4.0,4.0,4.0,4.0,1.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.748408577925169,48.084610667999996,3.0,0.0,7.465277777777778,20.124605857517366,4.333333333333333,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.18181818181818182,2.0,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004
,*C([2H])([2H])C(*)([2H])C([2H])=C([2H])[2H],274.15,GREA,,274.15-274.15,1,black,,5.0,5.0,5.0,5.0,1.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.007620490306531,60.084610667999996,2.0,2.0,7.627314814814815,13.272713740221688,4.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.16666666666666666,2.0,1.5,1.5,1.5,1.5
,*C([2H])([2H])C(*)([2H])Cl,358.15,GREA,,358.15-358.15,1,black,,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.020391543176799,65.011158014,3.0,0.0,7.147376543209877,12.731895562266018,4.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.375,3.0,2.3251407699364424,1.5000000000000002,3.3541019662496847,6.975422309809327
,*C([2H])([2H])C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],370.15,GREA,,370.15-370.15,1,black,,11.0,11.0,11.0,11.0,1.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.722974655985802,112.11281422399999,2.0,6.0,8.194907407407408,13.272713740221688,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.1111111111111111,2.0,3.3541019662496847,3.3541019662496847,3.3541019662496847,3.3541019662496847
,*C(c1ccc(N(C)C)cc1)C(*)c1ccc([N+](=O)[O-])cc1,412.15,GREA,,412.15-412.15,1,black,,18.0,9.0,9.0,9.0,2.0,4.0,1.0,0.0,3.0,5.0,2.0,0.0,2.0,46.379999999999995,0.0,0.0,4.899909730850478,2.167155408627322,268.121177752,4.0,16.0,10.753884233500104,12.841643245852019,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,6.0,0.2727272727272727,6.0,6.415180723862403,1.5,9.367496997597598,96.22771085793605
,*C/C(C)=C/C(C)S(*)(=O)=O,356.15,GREA,,356.15-356.15,1,black,,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,34.14,0.0,0.0,0.0,4.421515197914322,146.04015056,5.0,4.0,11.069578609221466,26.021149629054047,2.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.45454545454545453,5.0,3.4001998093898997,1.4999999999999998,6.862102977085079,34.001998093899
,*C/C=C(\C)C(C)S(*)(=O)=O,346.15,GREA,,346.15-346.15,1,black,,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,34.14,0.0,0.0,0.0,4.5119665205927255,146.04015056,5.0,4.0,11.138189720332578,26.021149629054047,2.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.45454545454545453,5.0,3.400199809389899,1.4999999999999998,6.862102977085078,34.00199809389899
,*C/C=C(\C)CS(*)(=O)=O,361.35,GREA,,361.35-361.35,1,black,,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,34.14,0.0,0.0,0.0,4.053756793199366,132.024500496,4.0,4.0,10.807171201814059,13.847474399381248,2.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.5,5.0,3.9583860126359722,1.5,7.937253933193772,39.583860126359724
,*C/C=C/C(C)S(*)(=O)=O,344.15,GREA,,344.15-344.15,1,black,,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,34.14,0.0,0.0,0.0,4.117229065974248,132.024500496,4.0,4.0,10.917356386999243,19.097412429363423,2.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.5,5.0,3.4001998093898997,1.4999999999999996,6.862102977085079,34.001998093899
,*C/C=C/C(CC)S(*)(=O)=O,343.25,GREA,,343.25-343.25,1,black,,2.0,2.0,2.0,2.0,1.0,9.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,34.14,0.0,0.0,0.0,4.311599712671114,146.04015056,5.0,4.0,11.148606386999244,25.518234052289433,1.8888888888888888,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.45454545454545453,5.0,3.4001998093898997,1.4999999999999998,6.862102977085079,34.001998093899
,*C/C=C/COC(=O)C(Cc1ccccc1)NC(=O)/C=C/C(=O)NC(Cc1ccccc1)C(=O)O*,382.15,GREA,,382.15-382.15,1,black,,14.0,7.0,7.0,7.0,2.0,22.0,1.0,2.0,6.0,13.0,2.0,0.0,2.0,110.8,0.0,0.0,10.633577208012662,2.0059682372676644,462.17908655199994,6.0,28.0,12.607413436200275,31.849062103838566,0.7941176470588235,0.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,6.0,0.2777777777777778,10.0,6.955212718456819,1.4999999999999984,14.30908802125417,312.98457233055683
,*C/C=C/COC(=O)C(Cc1ccccc1)NC(=O)CCCCC(=O)NC(Cc1ccccc1)C(=O)O*,334.15,GREA,,334.15-334.15,1,black,,14.0,7.0,7.0,7.0,2.0,24.0,1.0,2.0,6.0,16.0,2.0,0.0,2.0,110.8,0.0,0.0,10.633577208012662,1.8116491994745874,492.22603674399994,10.0,26.0,12.63751863441895,57.532348595542615,0.7777777777777778,0.0,0.0,0.0,0.0,22.0,5.0,0.0,0.0,6.0,0.2631578947368421,10.0,8.136519747369503,1.4999999999999942,15.803480629279097,366.1433886316276
,*C/C=C/COC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)O*,319.15,GREA,,319.15-319.15,1,black,,14.0,7.0,7.0,7.0,2.0,28.0,1.0,2.0,6.0,20.0,2.0,0.0,2.0,110.8,0.0,0.0,10.633577208012662,1.6412770292005108,548.288637,14.0,26.0,12.656945950794409,83.21563508724667,0.7,0.0,0.0,0.0,0.0,26.0,5.0,0.0,0.0,6.0,0.23809523809523808,10.0,10.71329725974292,1.4999999999999991,20.621590627301277,482.09837668843136
,*C/C=C/COC(=O)CCCCCCCCC(=O)O*,232.15,GREA,,232.15-232.15,1,black,,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,4.0,12.0,0.0,0.0,0.0,52.60000000000001,0.0,0.0,0.0,3.246827246849549,254.151809184,10.0,8.0,11.36346417960793,58.29031018309871,0.9444444444444444,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.3,6.0,11.29748225012477,1.4999999999999993,22.09637979398435,169.46223375187154
,*C/C=C/COC(=O)NCCCCCCNC(=O)O*,234.15,GREA,,234.15-234.15,1,black,,0.0,0.0,0.0,0.0,0.0,20.0,1.0,2.0,4.0,10.0,0.0,0.0,0.0,76.66000000000001,0.0,0.0,10.633577208012662,3.246827246849549,256.14230712,8.0,10.0,11.242353068496818,32.60702369139466,1.0555555555555556,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.4,8.0,9.917111311383433,1.4999999999999993,22.09637979398435,277.6791167187361
,*C/C=C/CS(*)(=O)=O,359.15,GREA,,359.15-359.15,1,black,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,34.14,0.0,0.0,0.0,3.6512159383112803,118.008850432,3.0,4.0,10.586337868480726,6.923737199690624,1.7142857142857142,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.5555555555555556,5.0,3.9583860126359722,1.4999999999999998,7.937253933193771,39.583860126359724
,*C/C=C/C[Si](*)(C)C,215.65,GREA,,215.65-215.65,1,black,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3812371852004897,112.070826914,5.0,2.0,2.5273526077097506,26.061855683969267,1.7142857142857142,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.3333333333333333,3.0,5.101437375081258,1.5000000000000002,7.265963709932767,15.304312125243776
,*C/C=C/C[Si](*)(C)CCCOc1ccc(-c2ccccc2)cc1,283.15,GREA,,283.15-283.15,1,black,,16.0,16.0,16.0,16.0,1.0,8.0,1.0,0.0,1.0,9.0,2.0,0.0,2.0,9.23,0.0,0.0,4.736862953800049,1.7569868912379518,308.159641918,7.0,15.0,5.959896148274124,31.97976173013066,1.0454545454545454,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,6.0,0.16666666666666666,4.0,5.744365285832028,1.4999999999999991,10.5,34.46619171499217
,*C/C=C/C[Si](*)(C)CCCOc1ccc2ccccc2c1,272.15,GREA,,272.15-272.15,1,black,,14.0,14.0,14.0,14.0,1.0,8.0,1.0,0.0,1.0,8.0,2.0,0.0,2.0,9.23,0.5,0.0,4.736862953800049,1.7855243719805487,282.143991854,7.0,13.0,5.977131125598387,31.97976173013066,1.2,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,6.0,0.18181818181818182,4.0,5.7443652858320275,1.5000000000000002,10.5,34.46619171499216
,*C/C=C/C[Si](*)(C)CCCOc1ccccc1,243.15,GREA,,243.15-243.15,1,black,,10.0,10.0,10.0,10.0,1.0,8.0,1.0,0.0,1.0,8.0,1.0,0.0,1.0,9.23,0.0,0.0,4.736862953800049,2.1837692527401042,232.12834178999998,7.0,9.0,5.769018880700428,31.97976173013066,1.375,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,6.0,0.2222222222222222,4.0,5.744365285832028,1.4999999999999993,10.5,34.46619171499217
,*C/C=C/C[Si](*)(C)c1ccccc1,272.15,GREA,,272.15-272.15,1,black,,6.0,6.0,6.0,6.0,1.0,8.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,5.186725645687458,2.701816426283697,174.086476978,4.0,8.0,2.5643896447467878,19.51484433028818,1.4166666666666667,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,0.21428571428571427,3.0,5.10143737508126,1.5,7.265963709932768,15.30431212524378
,*C/C=C/C[Si](*)(C=C)C=C,208.15,GREA,,208.15-208.15,1,black,,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9721146800528944,136.070826914,3.0,6.0,3.91706286218191,12.967832976607095,1.4444444444444444,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.2727272727272727,3.0,5.325200782834927,1.4999999999999998,7.937253933193771,15.975602348504783
,*C/C=C/C[Si](*)(CCCOc1ccccc1)c1ccccc1,268.15,GREA,,268.15-268.15,1,black,,16.0,8.0,10.0,6.0,2.0,7.0,1.0,0.0,1.0,9.0,2.0,0.0,2.0,9.23,0.0,0.0,9.923588599487507,1.9322836534687902,294.143991854,6.0,15.0,5.9048961482741245,25.432750376449576,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,6.0,0.17391304347826086,4.0,5.623950247669678,1.4999999999999991,7.871198851886541,33.74370148601807
,*C/C=C/C[Si](*)(c1ccccc1)c1ccccc1,308.05,GREA,,308.05-308.05,1,black,,12.0,6.0,6.0,6.0,2.0,7.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,10.373451291374916,2.4134949246598403,236.102127042,3.0,14.0,2.492283950617284,12.967832976607095,0.8823529411764706,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,0.15789473684210525,3.0,5.325200782834926,1.4999999999999998,7.93725393319377,15.97560234850478
,*C/C=C/N(/C=C/CC1CC(=O)N(c2ccc(Cc3ccc(N4C(=O)CC(*)C4=O)cc3)cc2)C1=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,550.15,GREA,,550.15-550.15,1,black,,17.0,17.0,17.0,17.0,1.0,36.0,1.0,0.0,9.0,13.0,6.0,2.0,4.0,145.86,0.0,2.0,14.699729192551434,1.0465782511831732,680.238332744,7.0,44.0,13.420131904641085,39.02784531432067,0.7450980392156863,0.0,0.0,0.0,0.0,26.0,8.0,0.0,0.0,6.0,0.2641509433962264,14.0,13.717794620635704,1.5000000000000002,29.51616058294594,1248.319310477849
,*C/C=C/c1cc(C(C)(C)c2ccc(O)c(/C=C/CC3CC(=O)N(c4ccc(Cc5ccc(N6C(=O)CC(*)C6=O)cc5)cc4)C3=O)c2)ccc1O,479.15,GREA,,479.15-479.15,1,black,,0.0,0.0,0.0,0.0,0.0,52.0,1.0,2.0,6.0,11.0,6.0,2.0,4.0,115.22000000000001,0.0,2.0,9.799819461700956,1.0896565141780254,666.2729869360002,10.0,40.0,13.42339600670497,58.29031018309871,0.72,0.0,0.0,0.0,0.0,27.0,6.0,0.0,0.0,6.0,0.19230769230769232,10.0,12.460582867886696,2.6730195725651016,27.853660124470164,560.7262290549013
,*C1(C)CC(*)(C)C(=O)N(C)C1=O,443.15,GREA,,443.15-443.15,1,black,,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,37.38,0.0,1.0,0.0,3.0672959499906667,153.078978592,6.0,5.0,11.740416666666667,32.10410811463004,1.3636363636363635,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,6.0,0.38461538461538464,5.0,3.997622145609968,1.9974900267491265,5.730759110458771,39.97622145609968
,*C1(F)OC(C(F)(F)F)(C(F)(F)Cl)OC1(*)F,603.15,GREA,,603.15-603.15,1,black,,8.0,4.0,4.0,4.0,2.0,9.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,18.46,0.0,1.0,0.0,3.3439963079541286,259.94750446,15.0,0.0,13.503927469135803,30.060592134347377,1.0,8.0,7.0,1.0,0.0,17.0,0.0,0.0,0.0,5.0,0.7058823529411765,12.0,3.706032231562607,0.9614542506295921,6.56641032390022,244.59812728313204
,*C1=C(c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5ccc(*)cc5)ccc3-4)cc2)C(=O)N(CCCC)C1=O,428.15,GREA,,428.15-428.15,1,black,,16.0,5.333333333333333,6.0,4.0,3.0,34.0,1.0,0.0,2.0,16.0,6.0,2.0,4.0,37.38,0.3333333333333333,1.0,6.06636706846161,1.3975874136400341,635.376329808,17.0,31.0,13.3688688979259,103.23606154358079,0.5416666666666666,0.0,0.0,0.0,0.0,28.0,3.0,0.0,2.0,6.0,0.1,5.0,10.657435735288983,2.6730195725651003,22.907022670176943,106.57435735288983
,*C1=C(c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5ccc(*)cc5)ccc3-4)cc2)C(=O)N(CCCCCCCC)C1=O,395.15,GREA,,395.15-395.15,1,black,,20.0,6.666666666666667,8.0,6.0,3.0,34.0,1.0,0.0,2.0,20.0,6.0,2.0,4.0,37.38,0.3333333333333333,1.0,6.06636706846161,1.316259063900668,691.438930064,21.0,31.0,13.629234028176041,128.91934803528486,0.5,0.0,0.0,0.0,0.0,32.0,3.0,0.0,2.0,6.0,0.09259259259259259,5.0,10.657435735288981,2.6730195725651003,22.90702267017694,106.57435735288982
,*C1=C(c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5ccc(*)cc5)ccc3-4)cc2)C(=O)N(CCCCCCCCCCCC)C1=O,373.15,GREA,,373.15-373.15,1,black,,24.0,8.0,12.0,6.0,3.0,34.0,1.0,0.0,2.0,24.0,6.0,2.0,4.0,37.38,0.3333333333333333,1.0,6.06636706846161,1.2232159412805101,747.50153032,25.0,31.0,13.754388529435687,154.6026345269889,0.4642857142857143,0.0,0.0,0.0,0.0,36.0,3.0,0.0,2.0,6.0,0.08620689655172414,5.0,10.657435735288983,2.6730195725650994,22.907022670176936,106.57435735288983
,*C1C(*)C2CC1C(C(=O)OCC13CC4CC(CC(C4)C1)C3)C2C(=O)OCC12CC3CC(CC(C3)C1)C2,601.15,GREA,,601.15-601.15,1,black,,30.0,30.0,30.0,30.0,1.0,7.0,1.0,0.0,4.0,6.0,10.0,10.0,0.0,52.60000000000001,0.7,0.0,0.0,0.9613164975188631,478.30830982399993,29.0,6.0,13.839587724610048,96.31232434389018,0.5714285714285714,0.0,0.0,0.0,0.0,42.0,2.0,0.0,7.0,6.0,0.16216216216216217,6.0,5.194287609723104,2.043145827650018,7.160265708238244,77.91431414584656
,*C1C(*)C2CC1C(C(=O)OCC1CC3CCC1C3)C2C(=O)OCC1CC2CCC1C2,593.15,GREA,,593.15-593.15,1,black,,24.0,24.0,24.0,24.0,1.0,7.0,1.0,0.0,4.0,6.0,6.0,6.0,0.0,52.60000000000001,0.5,0.0,0.0,1.100099525926019,398.245709568,23.0,6.0,13.348040393065196,70.62903785218613,0.6896551724137931,0.0,0.0,0.0,0.0,34.0,2.0,0.0,3.0,5.0,0.1935483870967742,6.0,5.194287609723104,2.0431458276500174,7.160265708238246,77.91431414584656
,*C1C(*)C2CC1C(C(=O)OCCC13CC4CC(CC(C4)C1)C3)C2C(=O)OCCC12CC3CC(CC(C3)C1)C2,573.15,GREA,,573.15-573.15,1,black,,32.0,32.0,32.0,32.0,1.0,7.0,1.0,0.0,4.0,8.0,10.0,10.0,0.0,52.60000000000001,0.7,0.0,0.0,0.8940987649725917,506.33960995199993,31.0,6.0,13.709382000925563,109.15396758974221,0.5675675675675675,0.0,0.0,0.0,0.0,44.0,2.0,0.0,7.0,6.0,0.15384615384615385,6.0,5.194287609723102,2.0431458276500143,7.160265708238244,77.91431414584653
