polymer,PSMILES,Exp_Tg(K),source,SMILES,tg_range,number of points,reliability,stdev,dp_2,nconf20_2,rotatable_bonds,num_rings,num_aromatic_rings,num_non_aromatic_rings,hbond_acceptors,hbond_donors,n_sc,len_sc,min_length_sc,max_length_sc,mean_length_sc,n_bb,len_bb,min_length_bb,max_length_bb,mean_length_bb,fingerprint,cluster_label,Source
,*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,614.15,GREA,,614.15-614.15,1,black,,CN1C(=O)C2CCC3C(=O)N(c4ccc(Cc5ccc(N6C(=O)C7CCC8C(=O)N(c9ccc(Cc%10ccc(C)cc%10)cc9)C(=O)C8C7C6=O)cc5)cc4)C(=O)C3C2C1=O,277.0,7,10,4,6,8,0,0,,0,0,0.0,1,[31],31,31,31.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d50890>,1,cluster_1
,O=C(N1C2=CC=CC(N3C(C4=CC=C(OC5=CC=C(OC6=CC=CC(O[*])=C6)C=C5)C=C4C3=O)=O)=C2)C7=CC([*])=CC=C7C1=O,500.15,Qiu,,500.15-500.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(Oc5ccc(Oc6cccc(Oc7ccc8c(c7)C(=O)N(c7cccc(N9C(=O)c%10ccc(Oc%11ccc(Oc%12cccc(OC)c%12)cc%11)cc%10C9=O)c7)C8=O)c6)cc5)cc4C3=O)c1)C2=O,8.0,15,14,10,4,14,0,0,,0,0,0.0,1,[45],45,45,45.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd0b30>,0,cluster_0
,*CCCC(=O)Oc1ccc(-c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,405.15,GREA,,405.15-405.15,1,black,,CN1C(=O)c2ccc(C(=O)Oc3ccc(-c4ccc(OC(=O)CCCN5C(=O)c6ccc(C(=O)Oc7ccc(-c8ccc(OC(=O)CCCC)cc8)cc7)cc6C5=O)cc4)cc3)cc2C1=O,166.0,15,8,6,2,12,0,0,,0,0,0.0,1,[34],34,34,34.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d02660>,0,cluster_0
,*Sc1ccc(Sc2ccc(Sc3ccc4c(c3)C(=O)N(N3C(=O)c5ccc(*)cc5C3=O)C4=O)cc2)cc1,505.9,GREA,,496.65-515.15,2,yellow,13.08147545195113,Cc1ccc2c(c1)C(=O)N(N1C(=O)c3ccc(Sc4ccc(Sc5ccc(Sc6ccc7c(c6)C(=O)N(N6C(=O)c8ccc(Sc9ccc(Sc%10ccc(SC)cc%10)cc9)cc8C6=O)C7=O)cc5)cc4)cc3C1=O)C2=O,403.0,13,12,8,4,14,0,0,,0,0,0.0,1,[39],39,39,39.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d40ba0>,0,cluster_0
,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,571.15,GREA,,571.15-571.15,1,black,,Cc1cc(Cc2cc(C)c(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6ccc(Oc8c(C)cc(Cc9cc(C)c(Oc%10ccc(N%11C(=O)c%12ccc(C(C)(C(F)(F)F)C(F)(F)F)cc%12C%11=O)cc%10)c(C)c9)cc8C)cc6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c(C)c2)cc(C)c1Oc1ccc(N2C(=O)c3ccc(C)cc3C2=O)cc1,5.0,19,16,12,4,12,0,1,[9],9,9,9.0,1,[56],56,56,56.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ce55f0>,0,cluster_0
,*CCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2C1=O,377.15,GREA,,377.15-377.15,1,black,,CN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(CCCCCCCCCN4C(=O)c6ccc(-c7ccc(-c8ccc9c(c8)C(=O)N(CCCCCCCCCC)C9=O)cc7)cc6C4=O)C5=O)cc3)cc2C1=O,467.0,23,10,6,4,8,0,0,,0,0,0.0,1,[39],39,39,39.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d7aba0>,0,cluster_0
,*Sc1ccc(Nc2ccc(Nc3ccc(*)cc3)cc2)cc1,387.15,GREA,,387.15-387.15,1,black,,Cc1ccc(Nc2ccc(Nc3ccc(Sc4ccc(Nc5ccc(Nc6ccc(SC)cc6)cc5)cc4)cc3)cc2)cc1,119.0,11,6,6,0,6,4,0,,0,0,0.0,1,[23],23,23,23.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d40a50>,1,cluster_1
,*c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c1C)C2=O,693.15,GREA,,693.15-693.15,1,black,,Cc1c(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)c(C)c(N6C(=O)c7ccc(C(C)(C(F)(F)F)C(F)(F)F)cc7C6=O)c(C)c4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c(C)c1N1C(=O)c2ccc(C)cc2C1=O,247.0,7,10,6,4,8,0,1,[9],9,9,9.0,1,[35],35,35,35.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d09ac0>,0,cluster_0
,*CCOCCOc1cccc(NC(=O)c2ccc(C(=O)Nc3cccc(O*)c3)cc2)c1,413.15,GREA,,413.15-413.15,1,black,,COc1cccc(NC(=O)c2ccc(C(=O)Nc3cccc(OCCOCCOc4cccc(NC(=O)c5ccc(C(=O)Nc6cccc(OCCOCCC)c6)cc5)c4)c3)cc2)c1,88.0,23,6,6,0,10,4,0,,0,0,0.0,1,[33],33,33,33.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d8e4a0>,1,cluster_1
,*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc8c(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cccc78)cc5)C6=O)cc4)cc3)cc2)cc1,583.15,GREA,,583.15-583.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc4c(Oc5ccc(N6C(=O)c7ccc(C(=O)Nc8ccc(Oc9ccc(-c%10ccc(Oc%11ccc(NC(=O)c%12ccc%13c(c%12)C(=O)N(c%12ccc(Oc%14cccc%15c(Oc%16ccc(N%17C(=O)c%18ccc(C(=O)Nc%19ccc(Oc%20ccc(-c%21ccc(Oc%22ccc(NC(=O)C)cc%22)cc%21)cc%20)cc%19)cc%18C%17=O)cc%16)cccc%14%15)cc%12)C%13=O)cc%11)cc%10)cc9)cc8)cc7C6=O)cc5)cccc34)cc1)C2=O,1.0,29,24,20,4,20,4,0,,0,0,0.0,1,[80],80,80,80.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd4040>,0,cluster_0
,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1,504.15,GREA,,504.15-504.15,1,black,,Cc1ccc(P(=O)(c2ccccc2)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(P(=O)(c6ccccc6)c6ccc(Oc7ccc(S(=O)(=O)c8ccc(OC)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,414.0,17,10,10,0,10,0,1,[7],7,7,7.0,1,[33],33,33,33.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d3c4a0>,1,cluster_1
,*c1c(C)cc(Cc2cc(C)c(N3C(=O)c4ccc(Oc5cc6ccccc6cc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,538.15,GREA,,538.15-538.15,1,black,,Cc1cc(Cc2cc(C)c(N3C(=O)c4ccc(Oc5cc6ccccc6cc5Oc5ccc6c(c5)C(=O)N(c5c(C)cc(Cc7cc(C)c(N8C(=O)c9ccc(Oc%10cc%11ccccc%11cc%10Oc%10ccc%11c(c%10)C(=O)N(C)C%11=O)cc9C8=O)c(C)c7)cc5C)C6=O)cc4C3=O)c(C)c2)cc(C)c1C,307.0,15,16,12,4,12,0,1,[6],6,6,6.0,1,[49],49,49,49.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d41eb0>,0,cluster_0
,*c1ccc(Oc2ccc(Oc3ccc(-c4cnc5ccc(-c6ccc7nc(*)cnc7c6)cc5n4)cc3)cc2)cc1,508.15,GREA,,508.15-508.15,1,black,,Cc1cnc2cc(-c3ccc4ncc(-c5ccc(Oc6ccc(Oc7ccc(-c8cnc9cc(-c%10ccc%11ncc(-c%12ccc(Oc%13ccc(Oc%14ccc(C)cc%14)cc%13)cc%12)nc%11c%10)ccc9n8)cc7)cc6)cc5)nc4c3)ccc2n1,402.0,13,14,14,0,12,0,0,,0,0,0.0,1,[42],42,42,42.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cdd510>,1,cluster_1
,*c1cccc(P(=O)(c2ccccc2)c2cccc(N3C(=O)c4ccc(NC(=O)OCCOc5ccc(C(C)(C)c6ccc(OCCOC(=O)Nc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)c2)c1,493.15,GREA,,493.15-493.15,1,black,,CN1C(=O)c2ccc(NC(=O)OCCOc3ccc(C(C)(C)c4ccc(OCCOC(=O)Nc5ccc6c(c5)C(=O)N(c5cccc(P(=O)(c7ccccc7)c7cccc(N8C(=O)c9ccc(NC(=O)OCCOc%10ccc(C(C)(C)c%11ccc(OCCOC(=O)Nc%12ccc%13c(c%12)C(=O)N(c%12cccc(P(=O)(c%14ccccc%14)c%14cccc(C)c%14)c%12)C%13=O)cc%11)cc%10)cc9C8=O)c7)c5)C6=O)cc4)cc3)cc2C1=O,1.0,33,18,14,4,22,4,1,[7],7,7,7.0,1,[67],67,67,67.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ceddd0>,0,cluster_0
,*c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(CC)c3)cc1CC)C2=O,539.15,GREA,,539.15-539.15,1,black,,CCc1cc(Cc2cc(CC)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5c(CC)cc(Cc7cc(CC)c(N8C(=O)c9ccc(C(C)(C(F)(F)F)C(F)(F)F)cc9C8=O)c(CC)c7)cc5CC)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(CC)c2)cc(CC)c1N1C(=O)c2ccc(C)cc2C1=O,472.0,19,12,8,4,8,0,5,"[3, 3, 9, 3, 3]",3,9,4.2,1,[38],38,38,38.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ce3200>,0,cluster_0
,*Nc1cc(NC(=O)c2cc(NC(=O)C(C(C)CC)N3C(=O)c4ccccc4C3=O)cc(C(*)=O)c2)ccc1C,439.15,GREA,,439.15-439.15,1,black,,CCC(C)C(C(=O)Nc1cc(C(C)=O)cc(C(=O)Nc2ccc(C)c(NC(=O)c3cc(NC(=O)C(C(C)CC)N4C(=O)c5ccccc5C4=O)cc(C(=O)Nc4ccc(C)c(NC)c4)c3)c2)c1)N1C(=O)c2ccccc2C1=O,337.0,18,8,6,2,11,6,1,[20],20,20,20.0,1,[21],21,21,21.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d03740>,1,cluster_1
,*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)c(C(C)(C)C)c1,462.15,GREA,,462.15-462.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)Oc6ccc(OC(=O)c7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(N%10C(=O)c%11ccc(C(=O)Oc%12ccc(OC(=O)C)cc%12C(C)(C)C)cc%11C%10=O)cc9)cc7)C8=O)cc6C(C)(C)C)cc5C4=O)cc3)cc1)C2=O,123.0,15,14,10,4,18,0,1,[5],5,5,5.0,1,[49],49,49,49.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd9200>,0,cluster_0
,*Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4c(C(=O)c5ccc(*)cc5)c(-c5ccc(F)cc5)c(-c5ccc(F)cc5)c(-c5ccc(F)cc5)c4-c4ccc(F)cc4)cc3)cc2)cc1,548.15,GREA,,548.15-548.15,1,black,,Cc1ccc(C(=O)c2c(C(=O)c3ccc(Oc4ccc(-c5ccc(Oc6ccc(C(=O)c7c(C(=O)c8ccc(Oc9ccc(-c%10ccc(OC)cc%10)cc9)cc8)c(-c8ccc(F)cc8)c(-c8ccc(F)cc8)c(-c8ccc(F)cc8)c7-c7ccc(F)cc7)cc6)cc5)cc4)cc3)c(-c3ccc(F)cc3)c(-c3ccc(F)cc3)c(-c3ccc(F)cc3)c2-c2ccc(F)cc2)cc1,235.0,25,18,18,0,8,0,4,"[8, 8, 8, 8]",8,8,8.0,1,[38],38,38,38.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d25f90>,1,cluster_1
"Poly[2,2-butane bis{4-(2-methylphenyl)}carbonate] ",*C1=CC(C)=C(C=C1)C(C)(CC)C1=C(C)C=C(C=C1)OC(=O)O*,392.0,Schrodinger,,392.0-392.0,1,black,,CCC(C)(c1ccc(C)cc1C)c1ccc(OC(=O)Oc2ccc(C(C)(CC)c3ccc(OC(=O)OC)cc3C)c(C)c2)cc1C,311.0,9,4,4,0,6,0,1,[3],3,3,3.0,1,[22],22,22,22.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dbb900>,1,cluster_1
,*CC(=O)Nc1ccc(C2(c3ccc(NC(=O)Cn4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)c3ccccc3-c3ccccc32)cc1,623.15,GREA,,623.15-623.15,1,black,,Cn1c(=O)c2cc3c(=O)n(CC(=O)Nc4ccc(C5(c6ccc(NC(=O)Cn7c(=O)c8cc9c(=O)n(CC(=O)Nc%10ccc(C%11(c%12ccc(NC(=O)CC)cc%12)c%12ccccc%12-c%12ccccc%12%11)cc%10)c(=O)c9cc8c7=O)cc6)c6ccccc6-c6ccccc65)cc4)c(=O)c3cc2c1=O,322.0,15,16,14,2,16,4,2,"[6, 6]",6,6,6.0,1,[43],43,43,43.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d71820>,1,cluster_1
Poly[methane bis(4-phenyl)carbonate],*C1=CC=C(C=C1)CC1=CC=C(C=C1)OC(=O)O*,420.0,Schrodinger,,420.0-420.0,1,black,,COC(=O)Oc1ccc(Cc2ccc(OC(=O)Oc3ccc(Cc4ccc(C)cc4)cc3)cc2)cc1,11.0,7,4,4,0,6,0,0,,0,0,0.0,1,[19],19,19,19.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dbd6d0>,1,cluster_1
,*OP(=O)(Oc1ccccc1)Oc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,352.15,GREA,,352.15-352.15,1,black,,Cc1c(Cl)c(Cl)c(OP(=O)(Oc2ccccc2)Oc2c(Cl)c(Cl)c(OP(=O)(OC)Oc3ccccc3)c(Cl)c2Cl)c(Cl)c1Cl,126.0,11,4,4,0,8,0,1,[8],8,8,8.0,1,[16],16,16,16.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d9b2e0>,1,cluster_1
,O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C4=C(Cl)C=C(N5C(C6=CC(C(C(F)(F)F)(C(F)(F)F)[*])=CC=C6C5=O)=O)C=C4)C(Cl)=C3)C2=O,609.15,Qiu,,609.15-609.15,1,black,,CC(c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6ccc(-c8ccc(N9C(=O)c%10ccc(C)cc%10C9=O)cc8Cl)c(Cl)c6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3Cl)c(Cl)c1)C2=O)(C(F)(F)F)C(F)(F)F,222.0,9,12,8,4,8,0,1,[9],9,9,9.0,1,[39],39,39,39.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dcd350>,0,cluster_0
,O=C(N1C2=C(C(C)=C(C(C)=C2C)[*])C)C3=CC4=C(C=C3C1=O)C(C(F)(F)F)(C5=C(O4)C=C6C(C(N(C6=O)[*])=O)=C5)C7=CC=CC=C7,667.15,Qiu,,667.15-667.15,1,black,,Cc1c(C)c(N2C(=O)c3cc4c(cc3C2=O)C(c2ccccc2)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N(c2c(C)c(C)c(N4C(=O)c5cc6c(cc5C4=O)C(c4ccccc4)(C(F)(F)F)c4cc5c(cc4O6)C(=O)N(C)C5=O)c(C)c2C)C3=O)c(C)c(C)c1C,20.0,5,14,8,6,10,0,1,[11],11,11,11.0,1,[36],36,36,36.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dce900>,0,cluster_0
,*Nc1cc(NC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)cc(C(=O)Nc2cccc3c2C(=O)c2ccccc2C3=O)c1,451.15,GREA,,451.15-451.15,1,black,,CC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3cc(NC(=O)Nc4ccc(Cc5ccc(NC(=O)Nc6cc(NC)cc(C(=O)Nc7cccc8c7C(=O)c7ccccc7C8=O)c6)cc5)cc4)cc(C(=O)Nc4cccc5c4C(=O)c4ccccc4C5=O)c3)cc2)cc1,205.0,16,12,10,2,11,10,1,[20],20,20,20.0,1,[29],29,29,29.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d035f0>,1,cluster_1
Poly(bisphenol-A terephthalate) ,*C1=CC=C(C=C1)C(C)(C)C1=CC=C(C=C1)OC(=O)C1=CC=C(C=C1)C(=O)O*,475.0,Schrodinger,,472.0-478.0,2,yellow,4.242640687119285,COC(=O)c1ccc(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(C(C)(C)c6ccc(C)cc6)cc5)cc4)cc3)cc2)cc1,30.0,11,6,6,0,8,0,0,,0,0,0.0,1,[29],29,29,29.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dbbdd0>,1,cluster_1
,*CCN(CCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C)cc1,478.15,GREA,,478.15-478.15,1,black,,Cc1cc([N+](=O)[O-])ccc1/N=N/c1ccc(N(CCC)CCN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(CCN(CCN4C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(C)C8=O)(C(F)(F)F)C(F)(F)F)cc6C4=O)c4ccc(/N=N/c6ccc([N+](=O)[O-])cc6C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,126.0,23,12,8,4,18,0,2,"[19, 9]",9,19,14.0,1,[30],30,30,30.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d88cf0>,0,cluster_0
,*c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,673.15,GREA,,673.15-673.15,1,black,,Cn1c(=O)c2cc3c(=O)n(-c4ccc(Sc5ccc(-n6c(=O)c7cc8c(=O)n(-c9ccc(Sc%10ccc(C)cc%10)cc9)c(=O)c8cc7c6=O)cc5)cc4)c(=O)c3cc2c1=O,8.0,7,10,10,0,14,0,0,,0,0,0.0,1,[31],31,31,31.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ce2200>,1,cluster_1
,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6cccc(N8C(=O)c9ccc(*)cc9C8=O)c6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,593.15,GREA,,593.15-593.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(=O)Nc5ccc(Oc6ccc(C7(c8ccc(Oc9ccc(NC(=O)c%10ccc%11c(c%10)C(=O)N(c%10cccc(N%12C(=O)c%13ccc(C(=O)Nc%14ccc(Oc%15ccc(C%16(c%17ccc(Oc%18ccc(NC(=O)C)cc%18)cc%17)NC(=O)c%17ccccc%17%16)cc%15)cc%14)cc%13C%12=O)c%10)C%11=O)cc9)cc8)NC(=O)c8ccccc87)cc6)cc5)cc4C3=O)c1)C2=O,1.0,23,22,16,6,18,6,1,[6],6,6,6.0,1,[68],68,68,68.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd4a50>,0,cluster_0
,*C(=O)c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(C(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)cc6)C7=O)cc5)cc4)OC(=O)c4ccccc43)cc2)cc1,533.15,GREA,,533.15-533.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc(C(=O)c%11ccc%12c(c%11)C(=O)N(c%11ccc(Oc%13ccc(N%14C(=O)c%15ccc(C(=O)c%16ccc(Oc%17ccc(C%18(c%19ccc(Oc%20ccc(C(=O)C)cc%20)cc%19)OC(=O)c%19ccccc%19%18)cc%17)cc%16)cc%15C%14=O)cc%13)cc%11)C%12=O)cc%10)cc9)OC(=O)c9ccccc98)cc7)cc6)cc5C4=O)cc3)cc1)C2=O,1.0,27,24,18,6,22,0,1,[6],6,6,6.0,1,[73],73,73,73.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dda6d0>,0,cluster_0
,*Oc1ccc(NC(=C(C#N)C#N)c2ccc(-c3ccc(-c4ccc(C(Nc5ccc(*)cc5)=C(C#N)C#N)cc4)cc3)cc2)cc1,513.15,GREA,,513.15-513.15,1,black,,Cc1ccc(NC(=C(C#N)C#N)c2ccc(-c3ccc(-c4ccc(C(Nc5ccc(Oc6ccc(NC(=C(C#N)C#N)c7ccc(-c8ccc(-c9ccc(C(Nc%10ccc(OC)cc%10)=C(C#N)C#N)cc9)cc8)cc7)cc6)cc5)=C(C#N)C#N)cc4)cc3)cc2)cc1,277.0,19,10,10,0,14,4,2,"[6, 6]",6,6,6.0,1,[37],37,37,37.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d345f0>,1,cluster_1
,*Nc1ccc(C(=O)c2ccc(NC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)cc2)cc1,544.15,GREA,,544.15-544.15,1,black,,CC(=O)c1cc(C(=O)Nc2ccc(C(=O)c3ccc(NC(=O)c4cc(C(=O)Nc5ccc(C(=O)c6ccc(NC)cc6)cc5)cc(C(C)(C)C)c4)cc3)cc2)cc(C(C)(C)C)c1,293.0,12,6,6,0,7,4,1,[5],5,5,5.0,1,[28],28,28,28.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d050b0>,1,cluster_1
,O=C(C1=CC=C([*])C=C12)N(C3=CC=C(C(OC4=CC=C(C=CC=C5)C5=C4C6=C(OC(C7=CC=C(N8C(C9=CC(C(OC%10=CC=C(C=CC=C%11)C%11=C%10C%12=C(OC([*])=O)C=CC%13=C%12C=CC=C%13)=O)=CC=C9C8=O)=O)C=C7)=O)C=CC%14=C6C=CC=C%14)=O)C=C3)C2=O,539.65,Qiu,,539.65-539.65,1,black,,CC(=O)Oc1ccc2ccccc2c1-c1c(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)Oc4ccc5ccccc5c4-c4c(OC(=O)c5ccc(N6C(=O)c7ccc(C(=O)Oc8ccc9ccccc9c8-c8c(OC(=O)c9ccc%10c(c9)C(=O)N(c9ccc(C(=O)Oc%11ccc%12ccccc%12c%11-c%11c(OC(=O)c%12ccc(N%13C(=O)c%14ccc(C)cc%14C%13=O)cc%12)ccc%12ccccc%11%12)cc9)C%10=O)ccc9ccccc89)cc7C6=O)cc5)ccc5ccccc45)cc2)C3=O)ccc2ccccc12,1.0,23,28,24,4,24,0,4,"[6, 6, 6, 6]",6,6,6.0,1,[72],72,72,72.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dcbcf0>,0,cluster_0
,*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7cccc(-c8nc(*)c(-c9ccccc9)[nH]8)c7)[nH]c6-c6ccccc6)cc5)cc4)c3)cc2)cc1,529.65,GREA,,529.65-529.65,1,black,,Cc1nc(-c2cccc(-c3nc(-c4ccc(Oc5ccc(C(=O)c6cccc(C(=O)c7ccc(Oc8ccc(-c9nc(-c%10cccc(-c%11nc(-c%12ccc(Oc%13ccc(C(=O)c%14cccc(C(=O)c%15ccc(Oc%16ccc(C)cc%16)cc%15)c%14)cc%13)cc%12)c(-c%12ccccc%12)[nH]%11)c%10)[nH]c9-c9ccccc9)cc8)cc7)c6)cc5)cc4)c(-c4ccccc4)[nH]3)c2)[nH]c1-c1ccccc1,2.0,27,20,20,0,12,4,2,"[7, 7]",7,7,7.0,1,[54],54,54,54.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d59190>,1,cluster_1
,*c1cc(Br)c(Oc2c(Br)cc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2Br)c(Br)c1,601.15,GREA,,601.15-601.15,1,black,,CN1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3cc(Br)c(Oc5c(Br)cc(N6C(=O)c7ccc(S(=O)(=O)c8ccc9c(c8)C(=O)N(c8cc(Br)c(Oc%10c(Br)cc(C)cc%10Br)c(Br)c8)C9=O)cc7C6=O)cc5Br)c(Br)c3)C4=O)cc2C1=O,201.0,11,12,8,4,14,0,0,,0,0,0.0,1,[44],44,44,44.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d42c80>,0,cluster_0
